title,score,type,status,start_date,end_date,members,favorites,sfw,genres_score,themes_score,demographics_score,serializations_score
Waisetsu Missile,7.06,manga,finished,2009-12-28,2010-12-28,991,2,FALSE,6.76919375,6.93,6.93,6.79983870967742
Persona Q: Shadow of the Labyrinth - Side:P3,6.88,manga,finished,2015-02-09,2015-11-09,1572,16,TRUE,7.06137426928863,6.99883732920856,7.02829368334701,7.01647058823529
Pygmalion,6.25,manga,finished,2015-10-05,2017-06-10,7522,46,TRUE,6.966324766855223,6.93,6.93,6.55454545454545
Dame BL,6.64,manga,finished,2011-11-25,2011-11-25,2084,4,FALSE,6.92562123032401,6.93,6.93,6.93
Tales of the Abyss: Tsuioku no Jade,7.35,manga,finished,2009-04-24,2009-12-24,707,8,TRUE,7.065094058454926,6.93,7.01893118148599,6.98821052631579
Dead Flowers,6.49,manga,finished,2005-01-01,2005-01-01,2956,6,TRUE,7.11037890424987,6.93,6.92562576938859,6.98233082706767
Kakafukaka,7,manga,finished,2013-10-25,2020-11-25,1706,9,TRUE,7.070864688368046,6.93,6.93841503267974,7.2965
Ao to Umibe no Nostalgia,6.95,one_shot,finished,2008-08-16,2008-08-16,701,2,TRUE,7.007096195199345,6.93,7.01893118148599,6.89118644067797
Diabolo,6.76,manga,finished,2001-01-01,2003-01-01,1451,25,TRUE,6.9206165213781645,6.93,7.01893118148599,6.744
Highschool of the Head,6.69,manga,finished,2010-09-09,2011-03-09,2501,12,TRUE,6.98568113450795,6.93,7.02829368334701,6.82182608695652
Hayabusa: Sanada Dengekichou,7.26,manga,finished,2010-09-16,2013-05-16,650,8,TRUE,7.010297046944495,7.16427514792899,6.93841503267974,6.9025
Shounen yo Taishi wo dake!,6.34,manga,finished,2011-06-20,2013-06-19,5422,11,TRUE,6.890048483228203,6.94150300601202,6.92562576938859,6.4251724137931
Kono Shima ni wa Midara de Jaaku na Mono ga Sumu,6.17,manga,finished,2014-04-26,2018-03-27,11070,44,TRUE,6.933270470989814,7.10944881889764,6.92562576938859,6.92595419847328
Anitsuu!,6.66,manga,finished,2012-09-01,2012-12-01,1735,2,TRUE,7.021331667832531,6.93,6.93,6.83555555555556
Nemuru Baka,6.88,manga,finished,2006-09-19,2008-01-19,955,4,TRUE,7.0645543670614,6.93,6.92562576938859,7.02875
Mushihime,6.26,manga,finished,2013-05-07,2015-07-07,6621,32,TRUE,6.82260273972603,6.93,6.93,6.115
Shimoeda-san Chi no Akarui Shokutaku,6.87,manga,finished,2010-02-15,2010-10-14,1103,2,TRUE,6.93161440647551,6.94150300601202,6.92562576938859,6.825
Vanilla Fiction,7.33,manga,finished,2012-08-11,2016-02-12,603,27,TRUE,6.93,7.10944881889764,7.02829368334701,7.17823529411765
My Home Your One Room,6.93,manga,finished,2017-05-26,2017-11-24,762,1,FALSE,6.92562123032401,6.99883732920856,6.93,6.755
Mori Kaoru Shuuishuu,6.69,manga,finished,2004-08-12,2011-06-15,1984,3,TRUE,7.11037890424987,6.99883732920856,6.92562576938859,6.93
Cherry x Cherry,6.61,manga,finished,2008-01-09,2008-12-09,2141,5,TRUE,6.941937128027748,6.97017016761029,7.02829368334701,6.82182608695652
Told Me,6.94,doujinshi,finished,2011-12-31,2011-12-31,771,2,FALSE,6.83046325279558,6.93,6.93,6.93
Shinyuu Henjou!,6.94,manga,finished,2002-12-05,2002-12-05,667,0,FALSE,6.9456411983853235,6.99883732920856,6.93,6.97645161290323
Smuggler,6.78,manga,finished,2000-03-25,2000-06-24,1511,3,TRUE,7.08623098949444,7.36944444444444,6.92562576938859,7.10347107438017
Kidou Senshi Gundam Gaiden: The Blue Destiny,6.87,manga,finished,1996-10-01,1997-03-01,938,11,TRUE,7.02224662567592,6.945,7.02829368334701,6.93
Inou-Battle wa Nichijou-kei no Naka de,7.17,manga,finished,2013-07-26,2015-02-26,2156,3,TRUE,7.002155718769125,6.97017016761029,6.93,6.97268292682927
Pugyuru,7.17,manga,finished,2001-04-26,2008-03-26,736,14,TRUE,6.98568113450795,7.01441866460428,6.92562576938859,6.83410256410256
Nijiiro Photograph,7.27,manga,finished,2017-05-24,2018-12-22,575,3,TRUE,7.09760306242638,6.93,6.93,6.99157894736842
"4-gatsu no Kimi, Spica.",6.98,manga,finished,2015-01-05,2017-06-20,1389,6,TRUE,7.00461209842789,6.99883732920856,7.01893118148599,7.00196202531646
Zenryoku Otome,6.92,manga,finished,2011-01-01,2013-01-01,815,12,TRUE,7.041642098467165,6.87057613168724,6.93,6.93
Okuru Kotoba,7.2,manga,finished,2017-04-26,2018-10-08,931,8,TRUE,7.074604924242426,6.93,7.02829368334701,6.65787234042553
"Super Danganronpa 2: Dangan Island Kokoro Tokonatsu, Kokoronpa♪",7.09,manga,finished,2012-10-30,2013-04-15,1481,8,TRUE,6.98568113450795,6.93,6.93,7
Con Con x Honey,6.94,manga,finished,2007-05-01,2007-07-01,720,0,TRUE,7.013569867983275,6.99883732920856,7.01893118148599,6.9445652173913
Deimos no Hanayome,7.12,manga,finished,1974-12-06,1990-09-01,1416,16,TRUE,7.02473001878387,7.205457927520143,7.01893118148599,7.23459459459459
Megami no Yuusha wo Taosu Gesu na Houhou,7.13,light_novel,finished,2017-01-30,2018-12-29,1063,7,TRUE,7.010583944798147,6.94150300601202,6.93,6.93
Oresama na Aitsu,6.98,manga,finished,2006-12-28,2006-12-28,649,0,FALSE,6.92562123032401,6.93,6.93,6.93
"Houkago, Kimi to Koi wo Shite.",6.7,manga,finished,2010-01-01,2010-01-01,1825,0,TRUE,7.00461209842789,6.93,7.01893118148599,7.00196202531646
Kamen no Maid Guy,7.11,manga,finished,2004-11-09,2012-03-09,1070,2,TRUE,6.900148770212587,6.93,7.02829368334701,6.82182608695652
Kyoukasho ni Nai!,6.94,manga,finished,1995-01-01,2002-09-10,1552,4,TRUE,6.83276667562836,6.93,6.92562576938859,6.75535714285714
Raise wo Chikatte Tensei shitara Taihen na Koto ni Natta,7.08,manga,finished,2019-06-25,2020-11-25,915,4,TRUE,6.99514661646792,7.39810810810811,6.93,6.93
1/4,6.87,doujinshi,finished,2011-10-08,2011-10-08,883,1,FALSE,6.92562123032401,6.93,6.93,6.93
Aiyoku Heaven,6.5600000000000005,manga,finished,2013-09-12,2013-09-12,2327,1,FALSE,6.92562123032401,6.93,6.93,6.926
Ikkyu Nyuukon,7.09,manga,finished,2014-09-02,2016-11-02,762,4,FALSE,6.76919375,6.94150300601202,6.93,6.77885245901639
Ro-Kyu-Bu!,7.07,light_novel,finished,2009-02-10,2015-07-10,871,8,TRUE,7.05407407407407,7.083661088846705,6.93,6.93
Kaiyuu no Mori,6.88,manga,finished,2008-11-06,2009-11-06,983,2,TRUE,7.070864688368046,6.93,6.93,6.77666666666667
Kachou wa Kakkoii,6.91,manga,finished,2012-05-10,2012-05-10,1079,0,FALSE,6.960383923395965,6.93,6.93,6.97
Sousoukyoku Nightmare,7.13,manga,finished,2007-11-01,2008-02-09,850,4,TRUE,7.015256679665617,6.93,7.01893118148599,7.16914285714286
"Sensei, Suki.",6.58,manga,finished,2011-11-11,2011-11-11,2137,1,TRUE,7.051107580427135,6.99883732920856,7.01893118148599,6.97
Saikyou no Shuzoku ga Ningen Datta Ken,6.19,manga,finished,2018-07-29,2021-05-09,8981,19,TRUE,6.9564756418101155,7.06733686885967,6.93,6.1675
Uwa-Koi,5.82,manga,finished,2011-09-20,2014-09-22,13707,67,TRUE,6.93161440647551,6.97017016761029,6.92562576938859,6.745625
Love Blog,6.9,manga,finished,2005-01-01,2008-01-01,1227,5,TRUE,7.02929876512074,6.93,6.93841503267974,7.03219512195122
Makai Ishi Mephisto,7.04,manga,finished,2011-07-15,2015-02-14,1180,14,TRUE,7.003261167912544,7.0183203125,7.01893118148599,6.94948717948718
Samurai 8: Hachimaru Den,5.78,manga,finished,2019-05-13,2020-03-23,14128,148,TRUE,7.02224662567592,7.21057971014493,7.02829368334701,6.91140992167102
32-sai Yokkyuufuman no Hitozuma,7.01,manga,finished,2010-05-25,2010-05-25,696,9,FALSE,6.76919375,6.93,6.93,6.93
Adeyaka Prince,6.79,manga,finished,2011-01-26,2011-01-26,1453,2,TRUE,7.00461209842789,6.93,7.01893118148599,7.00196202531646
Fune wo Amu,7.24,manga,finished,2016-10-07,2017-10-06,1109,8,TRUE,7.103990983338125,7.37833333333333,6.93841503267974,7.206
Noramimi,7.24,manga,finished,2003-11-29,2009-12-01,589,12,TRUE,6.93,7.54628571428571,6.92562576938859,6.98833333333333
Midori no Makibao,7.68,manga,finished,1994-11-15,1997-04-01,283,2,TRUE,7.23326398088287,6.93,7.02829368334701,6.91140992167102
Kindaichi Shounen no Jikenbo Returns,7.37,manga,finished,2013-11-27,2017-10-18,636,6,TRUE,7.13057954545455,6.93,7.02829368334701,7.25005747126437
Itsudatte My Santa!,6.51,one_shot,finished,1997-12-24,1997-12-24,2414,3,TRUE,7.010583944798147,6.93,7.02829368334701,7.25005747126437
Suki wo Choudai,6.64,manga,finished,2005-09-28,2005-09-28,1686,1,TRUE,7.00461209842789,6.93,6.93841503267974,6.65
Hearty,6.75,manga,finished,2014-05-31,2015-01-31,1613,7,FALSE,6.988364405375572,6.93,6.93,6.87878787878788
Koitomo Triangle,6.67,manga,finished,2015-05-25,2016-04-24,1716,2,FALSE,6.92562123032401,6.93,6.93,6.92875
Natural Angel,7.01,manga,finished,2002-01-01,2002-01-01,623,0,TRUE,7.00461209842789,7.49114285714286,7.01893118148599,6.9445652173913
Minimum,6.47,manga,finished,2010-02-10,2015-10-20,4710,13,TRUE,6.844716254359785,6.93,6.92562576938859,6.8576
Acma:Game,7.02,manga,finished,2013-04-10,2017-03-08,1442,9,TRUE,7.02677163120567,7.0541430740530995,7.02829368334701,7.25005747126437
Kuroneko Suidou,6.8100000000000005,one_shot,finished,2010-03-16,2010-03-16,881,3,TRUE,7.064504603640085,6.93,6.93841503267974,6.9025
Hibi Renren,6.75,manga,finished,2005-04-01,2008-05-01,1320,1,FALSE,6.92562123032401,6.93,6.93,6.99442307692308
Mokke,7.28,manga,finished,2000-08-01,2009-07-01,921,7,TRUE,7.053073351053625,7.53714285714286,6.92562576938859,7.10347107438017
An Uncomfortable Truth,7.28,manhwa,finished,2016-11-25,2018-04-06,425,14,TRUE,7.13754901960784,7.10944881889764,6.93,7.26272727272727
Kokuhaku Lovers,7.2,manga,finished,2009-07-17,2013-05-25,656,3,FALSE,6.76919375,6.93,6.93,6.84288461538462
Misty Boy,7,manga,finished,2000-11-08,2001-01-01,604,2,TRUE,6.93,6.93,7.01893118148599,7.01722222222222
Cherry,7.01,manga,finished,2006-01-01,2007-01-01,1193,3,TRUE,7.002974511988714,6.93,6.92562576938859,7.11238095238095
1F: Fukushima Daiichi Genshiryoku Hatsudensho Annaiki,7.03,manga,finished,2013-10-31,2015-10-08,1521,8,TRUE,7.09760306242638,6.93,6.92562576938859,7.13910447761194
Amanoiwato Hime,6.77,manga,finished,2009-04-02,2009-06-18,1175,2,TRUE,6.98568113450795,6.93,7.02829368334701,6.95611570247934
DNA wa Oshietekurenai,7.02,manga,finished,2015-11-26,2016-12-26,1025,8,TRUE,7.064504603640085,6.93,7.02829368334701,7.03121951219512
Kimi no Kaori,6.67,doujinshi,finished,2008-08-17,2008-08-17,1491,0,TRUE,6.717298267465296,6.93,6.93,6.93
Kamisama wa Ikiru no ga Tsurai,7.05,manga,finished,2013-10-22,2015-07-22,1252,2,TRUE,7.002974511988714,6.93,7.01893118148599,7.01589743589744
Shura no Mon,7.29,manga,finished,1987-04-06,1996-11-06,610,7,TRUE,7.408917385040315,7.06317647058824,7.02829368334701,7.28756756756757
Suki dakedo Suki dakara Uketorenai,6.52,one_shot,finished,2020-11-25,2020-11-25,2793,8,TRUE,6.99514661646792,6.99883732920856,7.02829368334701,7.25005747126437
Ore no Imouto ga Konnani Kawaii Wake ga Nai Comic Anthology,7.12,manga,finished,2011-04-27,2011-04-27,797,4,TRUE,7.033557379061904,6.93,6.93,6.93
Lost Man,7.15,manga,finished,2007-11-08,2012-03-26,1041,3,TRUE,7.08222648916197,7.16848484848485,6.92562576938859,7.11238095238095
Battle Club,6.51,manga,finished,2004-04-28,2006-03-07,3732,43,TRUE,6.857382588064905,7.06317647058824,6.93,6.4251724137931
Boys Be Zombitious,6.59,one_shot,finished,2016-02-29,2016-02-29,1825,5,TRUE,6.928757849553534,7.33449275362319,6.92562576938859,7.01152173913044
Otogi Taisen Phantasma,6.89,manga,finished,2013-03-27,2014-05-27,1552,2,TRUE,7.062250155029837,6.93,6.92562576938859,6.87876033057851
Logick,6.89,manga,finished,2013-12-24,2014-12-02,1072,1,TRUE,7.051107580427135,6.99883732920856,6.93,6.6330612244898
Kamisama Hajimemashita: Kurama-yama Yawa,7.36,light_novel,finished,2015-02-20,2015-02-20,1079,12,TRUE,7.002155718769125,6.93,7.01893118148599,6.93
Chuugaku Onaji dakedo Shabetta Koto Nai Tomodachi,7.06,one_shot,finished,2020-04-22,2020-04-22,467,2,TRUE,6.99514661646792,6.99883732920856,7.02829368334701,7.22040229885057
Enma no Hanayome to Kimetsukerareta Fukou na Ore no Jinsei Keikaku,6.34,manga,finished,2011-11-28,2012-09-27,4471,3,TRUE,6.94930340210485,6.97017016761029,6.92562576938859,6.58555555555556
Shin Takarajima,6.71,manga,finished,1947-04-01,1947-04-01,1381,6,TRUE,7.11891061452514,6.93,7.02829368334701,6.93
.hack//Alcor: Hagun no Jokyoku,6.6,manga,finished,2006-07-26,2007-01-18,2455,17,TRUE,7.080184607991869,7.10882352941177,6.93,7.01833333333333
Wild Kiss,6.6,one_shot,finished,2003-01-01,2003-01-01,1827,1,TRUE,6.94506027323868,7.02945701357466,6.93,6.93
Husk of Eden,6.87,manga,finished,2012-05-28,2014-11-28,1694,15,TRUE,7.072645931815455,6.93,6.93841503267974,7.17962264150943
Walkin' Butterfly,7.03,manga,finished,2003-01-01,2007-01-01,1069,10,TRUE,6.99514661646792,6.93,6.93841503267974,7.03
Boku ni Datte Iibun ga Aru,6.87,manga,finished,1999-01-01,1999-01-01,805,1,FALSE,6.9456411983853235,6.93,6.93,6.93
Goraihou Gakuen e Youkoso!,7.21,manga,finished,2004-04-20,2007-10-20,661,3,TRUE,6.98312390359231,6.99883732920856,6.93,7.57
Sougiya,6.98,one_shot,finished,2009-01-01,2009-01-01,883,3,TRUE,7.002155718769125,6.93,6.93,6.95611570247934
Clover no Kuni no Alice: Kishi no Kokoroe,7.08,manga,finished,2012-02-25,2013-01-05,1051,2,TRUE,7.023035349943244,6.93,7.01893118148599,6.93
Koi no Yamai ni Tsukeru Kusuri,6.93,manga,finished,2003-01-01,2003-01-01,734,0,FALSE,6.92562123032401,6.93,6.93,7.12403100775194
Hidari Te,6.5,one_shot,finished,1994-05-16,1994-05-16,2537,2,TRUE,6.82260273972603,6.93,7.01893118148599,6.93
"Bouken ni, Tsuitekonaide Okaasan!: Chouka Hogo na Saikyou Dragon ni Sodaterareta Musuko, Hahaoya Douhan de Boukensha ni Naru",6.62,manga,finished,2019-05-16,2022-06-30,3996,13,TRUE,7.045240827468183,6.93,6.93,6.71545454545455
Madofuki Park,6.5,one_shot,finished,2008-03-04,2008-03-04,2432,1,TRUE,6.997630713239375,6.93,7.02829368334701,7.12459770114943
Ouji-sama Game,6.65,manga,finished,2012-01-24,2012-04-24,1753,2,TRUE,7.05749550133888,6.99883732920856,7.01893118148599,7.09650602409639
Little Busters! EX: The 4-koma,7.34,manga,finished,2010-04-30,2014-10-30,709,8,TRUE,7.041642098467165,6.93,6.93,7.2952
Nurse wo Kanojo ni Suru Houhou,7.1,manga,finished,2008-09-30,2011-06-30,749,2,FALSE,6.955397142918615,6.94150300601202,6.92562576938859,6.58933333333333
Yukionna Gensou: Michiyuki-hen,6.96,manga,finished,2013-03-08,2013-10-08,709,3,TRUE,7.0857934026396725,6.93,6.93841503267974,6.95474576271186
Kijin Gahou,6.36,manga,finished,2004-05-01,2004-05-01,5035,50,TRUE,6.681140899470093,6.99883732920856,6.93,6.77666666666667
Nami Iro,6.69,manga,finished,2011-09-27,2011-09-27,1405,2,TRUE,7.00461209842789,6.97017016761029,6.93,6.87876033057851
Kiku,6.77,manga,finished,1993-03-01,1993-03-01,1214,11,TRUE,7.010297046944495,7.55866666666667,7.02829368334701,7.02941860465116
Kanojo no Omoide...,6.88,manga,finished,1977-08-01,1982-02-01,1816,6,TRUE,7.11037890424987,7.136861983413315,6.92562576938859,7.01152173913044
Dogashi Kaden,6.68,manga,finished,2008-06-02,2008-09-01,1568,1,TRUE,7.01987760429101,7.16848484848485,7.02829368334701,6.91140992167102
Kiss Ariki.,7.01,manga,finished,2010-06-08,2014-06-10,781,3,FALSE,6.92562123032401,6.93,6.93,6.858
Trinity Seven: 7-nin no Mashotsukai Comic Anthology,7.04,manga,finished,2016-01-09,2016-01-09,1498,5,TRUE,6.931405563936405,6.97017016761029,6.93,6.93
Ochikazuki ni Naritai Miyazen-san,7.04,manga,finished,2020-02-22,2021-08-20,1390,7,TRUE,6.98568113450795,7.0785095736951895,7.02829368334701,7.18098360655738
Dokidoki Lolix,7.02,manga,finished,2013-04-21,2014-05-21,824,7,FALSE,6.76919375,6.93,6.93,6.83742424242424
Mabataki no Aida,7.02,manga,finished,2013-12-10,2014-07-29,717,3,TRUE,6.974836185833285,6.93,6.93,6.6330612244898
Dokuhebi-san ni go-chuui wo,6.87,one_shot,finished,2007-01-01,2007-01-01,804,1,TRUE,7.00461209842789,6.99883732920856,7.01893118148599,6.93
Puchimon,6.97,manga,finished,2001-08-18,2010-01-19,1195,12,TRUE,7.012595534356185,7.104708519676745,6.92562576938859,7.04384615384615
100-oku Nengo no Kimi no Koe mo,6.9,manga,finished,2004-11-12,2004-11-12,718,1,FALSE,6.92376846994701,6.93,7.01893118148599,7.09650602409639
C³,6.98,manga,finished,2011-02-26,2013-01-26,1546,2,TRUE,6.94473774241919,6.99883732920856,7.02829368334701,6.92595419847328
L'Etoile Solitaire,6.96,manga,finished,2007-10-15,2007-10-15,624,1,FALSE,6.92562123032401,6.93,6.93,6.81444444444444
4-funkan no Owari ni,7.25,one_shot,finished,2021-04-16,2021-04-16,344,2,TRUE,7.0186303030303,6.93,7.02829368334701,7.02809523809524
Iinari Princess,6.35,manga,finished,2008-07-29,2009-12-29,4287,7,FALSE,6.965491806781727,6.99883732920856,6.92562576938859,6.65
Shoujo Tsubaki,6.05,manga,finished,1984-09-13,1984-09-13,9980,156,TRUE,6.82260273972603,6.93,6.93,6.93
Koiyume Lover,6.84,manga,finished,2014-07-24,2015-06-24,1368,1,FALSE,6.92562123032401,6.93,6.93,6.92875
Short Program 3,6.89,manga,finished,1992-01-20,2007-01-04,855,2,TRUE,7.0293430862509805,6.93,7.02829368334701,7.22040229885057
Kenshin no Succeed,6.47,manga,finished,2013-05-27,2014-05-27,3414,9,TRUE,6.94930340210485,6.99883732920856,6.92562576938859,6.87876033057851
Ubukawa - Hajimete no Kare,7.19,manga,finished,2007-01-01,2007-01-01,752,4,TRUE,7.00461209842789,6.97017016761029,7.01893118148599,6.93
Hanakaku,6.82,manga,finished,2013-08-24,2015-07-25,1667,14,TRUE,7.05407407407407,7.12978723404255,6.92562576938859,6.70190476190476
Nozomu Nozomi,6.39,manga,finished,2010-10-15,2014-02-28,3847,21,TRUE,7.00461209842789,6.71210526315789,6.93,6.93
Hanayome ni Naru Jouken,7,manga,finished,2010-01-01,2010-01-01,567,1,TRUE,7.00461209842789,6.93,6.93,6.93
Tenshi no Hane to Akuma no Shippo,6.84,manga,finished,2002-03-18,2004-01-17,1168,2,TRUE,7.012595534356185,6.93,7.02829368334701,7.3489230769230804
Yuri Hime Selection,6.5,manga,finished,2007-05-25,2010-06-18,2884,5,TRUE,6.9971937372632524,6.99883732920856,6.93,6.216875
Murikon.,7.08,manga,finished,2019-07-20,2020-10-20,507,1,FALSE,6.9456411983853235,6.93,6.93,6.79722222222222
Hayate no Gotoku! 0,7.13,manga,finished,2012-05-18,2012-05-18,858,4,TRUE,6.83276667562836,6.93,7.02829368334701,6.93
Anata ni Tsunagaretai,6.58,manga,finished,2000-01-01,2003-01-01,2069,3,TRUE,7.00461209842789,6.93,7.01893118148599,6.81648648648649
Goshimei Arigatou Gozaimasu!,7.07,manga,finished,2010-12-17,2011-07-15,876,2,TRUE,7.02929876512074,6.99883732920856,7.01893118148599,6.846
Esper Mami,7.59,manga,finished,1977-01-01,1983-01-01,278,4,TRUE,7.046501569471377,6.93,7.02829368334701,7.4325
Nikoniko x Punpun,6.75,manga,finished,2014-06-13,2014-08-11,1598,5,TRUE,7.00461209842789,6.99883732920856,7.01893118148599,7.04922330097087
Juuni Taisen,6.58,manga,finished,2017-09-23,2018-05-12,3115,24,TRUE,7.03491295938104,7.2775,7.02829368334701,7.02809523809524
Boyfriend no Jouken,6.8100000000000005,manga,finished,2013-08-10,2014-06-13,1149,1,TRUE,7.00461209842789,6.99883732920856,7.01893118148599,7.10311688311688
Aisaresugi Confusion,6.8,manga,finished,2013-07-24,2014-03-24,1543,1,FALSE,6.92562123032401,6.93,6.93,6.92875
Touch Me,6.77,doujinshi,finished,2011-08-14,2011-08-14,1185,2,FALSE,6.83046325279558,6.93,6.93,6.93
Blue Drop,6.51,manga,finished,2004-06-27,2005-12-27,3468,16,FALSE,6.89214758371212,6.93,7.02829368334701,6.95133333333333
Haru to Koi to Kimi no Koto,7.03,manga,finished,2019-03-13,2020-10-13,1077,3,TRUE,7.00461209842789,6.99883732920856,7.01893118148599,7.10311688311688
Honjitsu wa Ohigara mo Yoku,7.02,manga,finished,2016-04-25,2016-11-25,616,2,FALSE,6.964233687368873,6.93,6.93,6.69666666666667
Kamisama no Orgel,6.95,manga,finished,2001-01-01,2003-01-01,952,1,TRUE,7.05749550133888,6.93,7.01893118148599,7.01722222222222
Oyayubisagashi,6.97,manga,finished,2005-01-24,2005-01-24,1165,5,TRUE,6.990604196070294,7.10944881889764,6.93,6.93
Hawkwood,6.99,manga,finished,2010-08-05,2015-12-04,1319,4,TRUE,7.03491295938104,7.16427514792899,6.93,6.96018181818182
Mahou Sensou,6.72,manga,finished,2013-04-15,2015-06-15,2908,7,TRUE,7.03818578041982,6.93,6.93841503267974,6.94948717948718
Shuuten Unknown,7.3,manga,finished,2013-04-15,2016-01-05,532,5,TRUE,7.080184607991869,6.93,6.93841503267974,7.16914285714286
Me ni wa Sayaka ni,7.2,manga,finished,2011-05-27,2012-09-25,570,2,TRUE,6.98184528813449,6.93,6.93,6.99333333333333
Joshi Shougakusei Hajimemashita P!,6.54,manga,finished,2014-06-13,2019-09-13,5249,44,TRUE,6.894721218095674,6.71210526315789,6.92562576938859,6.95280701754386
Touhyou Game: Anata ni Kuroki Ippyou wo,6.5600000000000005,manga,finished,2014-04-25,2015-08-25,2752,31,TRUE,6.97659114259029,6.99883732920856,6.92562576938859,6.94318181818182
Kekkon Kokoroe,7.07,manga,finished,2009-01-01,2009-01-01,494,2,TRUE,7.00461209842789,6.93,6.93841503267974,6.62338028169014
Grashros,6.11,manga,finished,2017-07-03,2018-08-20,7843,39,TRUE,7.03491295938104,6.93,6.92562576938859,7.01152173913044
Mahou Shoujo Oriko★Magica: Betsu-hen,6.76,manga,finished,2012-08-09,2013-06-10,1576,8,TRUE,7.0759187528542355,7.25,6.93,7.29571428571429
Bamora!,6.92,manga,finished,2009-04-04,2010-11-05,1278,4,TRUE,7.0293430862509805,7.083661088846705,6.92562576938859,6.96018181818182
Nanai Sanami ga Kirattekurenai,6.49,one_shot,finished,2015-10-09,2015-10-09,2692,6,TRUE,6.99514661646792,6.99883732920856,7.02829368334701,7.01647058823529
Hoshi wo Tsugu Mono,7.27,manga,finished,2011-02-25,2012-08-10,903,0,TRUE,7.307693882708313,6.93,6.92562576938859,7.32
Eto✿Royale,6.77,manga,finished,2016-09-24,2017-07-24,1681,8,TRUE,7.013569867983275,6.99883732920856,7.01893118148599,6.98821052631579
Yandere Hitotsu Yane no Shita,6.76,manga,finished,2015-05-01,2016-05-01,1313,0,FALSE,6.92562123032401,6.93,6.93,6.8148275862069
Alabaster,6.63,manga,finished,1970-12-27,1971-06-27,2065,8,TRUE,7.058357598935463,6.93,7.02829368334701,7.02941860465116
"Kanchigai, Tokidoki Koi",6.8,manga,finished,2017-07-25,2018-01-25,1108,1,FALSE,6.92562123032401,6.99883732920856,6.93,7.18375
Forget-me-not,6.36,manga,finished,2003-09-22,2003-09-22,5470,24,TRUE,7.077598235436273,6.93,6.92562576938859,7.13910447761194
Tenkuu no Shiro Laputa,7.53,light_novel,finished,1985-05-31,1986-07-31,668,3,TRUE,7.043640401595607,6.93,6.93,6.93
Corseltel no Ryuujitsushi,7.2,manga,finished,2006-01-01,2007-04-25,631,7,TRUE,7.041580932797643,7.54628571428571,6.93841503267974,7.17962264150943
Seitokai Yakuin toshite Mondaiji wo Kousei saseteitara Nazeka Love Comedy ni Natteita Ken,7.06,manga,finished,2017-12-25,2018-10-25,557,4,FALSE,6.9456411983853235,6.99883732920856,6.93,7.19916666666667
Tonari no Kinniku Joshi,6.68,manga,finished,2019-08-09,2019-10-26,1549,7,TRUE,7.02929876512074,6.93,6.93,7.18461538461538
Kimi wa Haru ni Me wo Samasu,6.94,manga,finished,2017-05-24,2021-12-23,1831,10,TRUE,7.00461209842789,6.99883732920856,7.01893118148599,7.19299145299145
Demon Tune,6.83,manga,finished,2018-01-04,2019-05-02,1922,11,TRUE,7.03818578041982,7.0183203125,7.02829368334701,7.12459770114943
Noah's Notes,6.59,manga,finished,2018-03-12,2018-08-20,3641,16,TRUE,7.08635681731683,6.99883732920856,7.02829368334701,6.91140992167102
Kimi to Eureka,6.92,manga,finished,2015-09-12,2016-12-16,1952,5,TRUE,6.99514661646792,6.99883732920856,7.01893118148599,7.10311688311688
Otonari wa 1-ken de 2-do Oishii,7.04,manga,finished,2015-02-13,2015-08-11,954,3,TRUE,7.00461209842789,6.99883732920856,7.01893118148599,7.0719014084507
Diabolik Lovers: Prequel,6.62,manga,finished,2013-02-01,2013-02-01,2862,22,TRUE,6.93,7.108914553298961,7.01893118148599,6.93
Sword Art Online dj - Silica Edition,6.84,doujinshi,finished,2012-11-18,2012-11-18,1633,12,TRUE,7.0414586014586,7.10882352941177,6.93,6.93
Akai Sato no Tengu,6.83,one_shot,finished,2011-01-01,2011-01-01,892,2,TRUE,7.06355614998115,6.93,6.93,6.95611570247934
Kigurumi-kun,6.96,manga,finished,2018-02-15,2018-02-15,666,3,FALSE,6.92562123032401,6.93,6.93,6.93
Devilman Lady,6.46,manga,finished,1997-01-30,2000-07-06,4916,54,TRUE,6.945992902517801,7.06388456569882,6.92562576938859,7.13910447761194
The Breaker,7.43,light_novel,finished,2014-05-10,2015-07-10,1375,81,TRUE,7.13057954545455,7.10944881889764,6.93,6.93
Love Flag★Girls!!,6.6,manga,finished,2010-01-01,2010-01-01,1793,9,FALSE,6.882202546699704,6.93,6.93,6.93
Shirouto Yankee♂Kiki Ippatsu!!,6.85,manga,finished,2016-06-01,2017-12-01,930,6,FALSE,6.92562123032401,6.93,6.93,6.8148275862069
The Hinanomori,6.94,manga,finished,2006-11-30,2007-10-31,736,0,FALSE,6.9456411983853235,7.16427514792899,6.93,7.05034482758621
Shiro no Koro,7.07,manga,finished,2011-04-25,2012-04-25,720,3,TRUE,7.021331667832531,6.93,6.93,7.09441176470588
Amaenaide yo!! MS,6.98,manga,finished,2007-07-25,2009-08-22,966,0,TRUE,6.922193938178728,6.93,6.92562576938859,6.91263157894737
Hiyo-chan Koi wo Suru?,6.96,manga,finished,2016-06-30,2016-12-29,721,3,FALSE,6.92562123032401,6.99883732920856,6.93,7.05034482758621
