title,score,type,source,members,favorites,rating,genres_score,themes_score,studios_score,demographics_score,producers_score
Motto! Ojamajo Doremi: Kaeru Ishi no Himitsu,7.19,movie,original,4552,4,g,6.54,6.54,6.80722772277228,6.86086440677966,6.54
Shenmue the Animation,6.73,tv,game,16365,143,r,6.7807452735369544,6.8125641025641,7.04555555555556,6.54,6.27333333333333
Mazinkaiser: Shitou! Ankoku Dai Shogun,7.11,ova,manga,4399,11,r,6.77054879950109,6.66172110552764,7.02521276595745,6.54,6.839291666666665
Panda Kopanda,6.75,movie,original,9642,21,g,6.66621791767554,6.54,7.10225,6.11498542274053,6.54
Youkai Watch Movie 1: Tanjou no Himitsu da Nyan!,6.92,movie,game,5424,9,g,6.7808208897639854,6.54,6.64057692307692,6.11498542274053,6.623749999999999
Ookamikakushi,6.31,tv,visual_novel,70533,85,pg_13,6.74560467792904,6.54,6.4841935483871,6.54,7.047234848484845
Genji Monogatari Sennenki,6.89,tv,novel,13611,18,r+,6.92029211634137,6.83417227456258,6.850762246434585,6.54,7.2211381497805425
Umi no Yuurei,7.37,music,manga,2468,1,g,6.89542386185243,6.1039896373057,6.46732142857143,6.54,6.54
Koisuru Tenshi Angelique: Kagayaki no Ashita,6.93,tv,game,10281,26,pg_13,6.850164885378503,6.63473684210526,6.95569892473118,6.86086440677966,6.973819444444445
Futakoi,6.45,tv,original,33769,23,pg_13,6.7701985110765754,6.90549795361528,7.04555555555556,6.54,6.99205011389522
Gintama x Mameshiba,6.74,special,manga,13126,56,g,6.66621791767554,6.48541666666667,6.54,6.54,6.54
Iketeru Futari,6.58,tv,manga,18142,25,r+,6.676979848049093,6.90549795361528,6.85110787172012,6.98755434782609,6.97833333333333
.hack//Intermezzo,6.53,special,original,22463,6,pg_13,6.809320905449395,6.69194174757282,6.87903225806452,6.54,6.54
Miss Monochrome The Animation,6.38,tv,original,47166,48,g,6.71841532176,6.439609761181585,6.8618749999999995,6.54,7.04979851973684
Mahou Shoujo Tokushusen Asuka,6.34,tv,manga,75840,120,r,6.8684769638531105,6.89161354581673,6.80375,6.98755434782609,7.15867052023121
Kuma Miko,6.31,tv,manga,71336,79,pg_13,6.71841532176,6.54,6.384712488769095,6.98755434782609,7.060495140080045
Yoru no Yatterman,6.5,tv,original,30828,31,pg_13,6.798528398238645,6.54,6.73811881188119,6.54,7.033802986459987
Yokorenbo: Immoral Mother,6.78,ova,visual_novel,10554,59,rx,6.20131095123901,6.54,6.41611111111111,6.54,6.54
Shinmai Maou no Testament Departures: Maria no Hizou Eizou,6.76,special,light_novel,15291,15,r+,6.49054252199413,6.6929539453246365,6.54,6.54,6.54
Bakuman. 2nd Season Special,6.68,special,manga,14897,9,pg_13,6.66621791767554,6.54,6.85110787172012,6.54,6.54
Happiness Charge Precure!,6.82,tv,original,10561,54,g,6.74022961147693,7.04710059171598,6.80722772277228,6.86086440677966,6.54
Honoo no Mirage: Minagiwa no Hangyakusha,6.83,ova,light_novel,10110,24,r,6.808261019095022,6.83417227456258,6.98389728096677,6.86086440677966,7.37467196819085
Oneechan ga Kita: Hajimete no… Kitaa!,6.46,special,4_koma_manga,24810,8,pg_13,6.71841532176,6.54,6.524,6.54,6.574
Spocon!,6.9,ova,visual_novel,8282,19,rx,6.20131095123901,6.54,6.60259259259259,6.54,6.62166666666667
Renkin San-kyuu Magical? Pokaan Specials,6.9,special,original,6991,4,r+,6.578380219834835,6.81123503835346,6.87666666666667,6.54,6.95659004858501
Kanamewo,6.6,ona,original,15622,51,pg_13,6.857317241025098,6.54,6.54,6.54,6.54
"Dragon, Ie wo Kau.",6.41,tv,manga,48508,170,pg_13,6.688064170564155,7.56077380952381,6.50217391304348,7.07873015873016,6.8227387992831545
Beatless,6.2,tv,light_novel,160891,453,pg_13,6.820538463734125,6.54,6.7896,6.54,7.151197070148393
El Hazard 2: The Magnificent World,6.8100000000000005,ova,original,8541,6,pg_13,6.722356696233709,7.09210526315789,6.4841935483871,6.54,6.79909090909091
Haikyuu!! Quest Picture Drama,6.67,ova,manga,19867,22,pg_13,6.688064170564155,6.40602739726027,7.05663157894737,7.07873015873016,6.906875
Mesu Kyoushi 4: Kegasareta Kyoudan,6.85,ova,visual_novel,9986,49,rx,6.20131095123901,6.54,6.53945454545455,6.54,6.54
Green Green,6.16,tv,visual_novel,112956,217,r+,6.700388067497935,6.90549795361528,5.845,6.54,7.080037788344224
D.C.III: Da Capo III,6.52,tv,visual_novel,28742,36,pg_13,6.777042251558957,6.90549795361528,6.52,6.54,7.033718717521068
Miyakawa-ke no Kuufuku,6.52,ona,manga,23065,27,pg_13,6.77061272584446,6.54,6.625055555555555,6.54,6.54
Pokemon 3D Adventure 2: Pikachu no Kaitei Daibouken,6.85,movie,game,9370,16,pg,6.722356696233709,6.54,6.64057692307692,6.11498542274053,6.54
Yuan Long,7.33,ona,novel,2919,31,pg_13,6.7571336568422264,6.54,6.92428571428571,6.54,6.97795698924731
"Onegai☆Teacher: Marie, Ai no Gekijou",6.73,special,original,11476,6,pg_13,6.794455743277737,6.54,6.54,6.54,7.03494475138122
Youjo Senki Movie: Manner Eizou,6.71,movie,light_novel,15650,18,g,6.54,6.930987572614027,6.51857142857143,6.54,6.54
Shinkon Gattai Godannar!! 2nd Season,6.92,tv,original,7775,7,r+,6.6754900917249875,6.66172110552764,6.860080128205125,6.54,6.54
Urusei Yatsura Movie 3: Remember My Love,6.95,movie,manga,6760,9,pg_13,6.789885586697476,6.54,6.99734615384615,6.54,7.02625
Generator Gawl,6.89,tv,original,9002,27,pg_13,6.7730268831414495,7.08990099009901,6.73811881188119,7.07873015873016,6.54
Miru Tights: Cosplay Satsuei Tights,6.5,special,original,23252,32,pg_13,6.49054252199413,6.90549795361528,6.52125,6.54,6.54
Kenja no Deshi wo Nanoru Kenja,6.27,tv,light_novel,88087,568,pg_13,6.750426085512794,7.09210526315789,5.614,6.54,6.894876550718292
Reflect,7.33,music,original,2055,9,pg_13,6.70991042345277,6.439609761181585,6.54,6.54,7.14666666666667
Ie Naki Ko Remy Specials,7.47,special,novel,2272,4,pg,6.878673437888975,6.54,6.95307692307692,6.54,6.54
Panty & Stocking in Sanitarybox,6.39,special,original,36386,51,r,6.410033799691818,6.48541666666667,6.72986666666667,6.54,6.54
TSF Monogatari,6.6,ova,manga,16746,135,rx,6.20131095123901,6.54,6.5825,6.54,6.35145299145299
UFO Princess Valkyrie 3: Seiresetsu no Hanayome,6.94,ova,manga,6849,5,pg_13,6.737139281635273,6.54,6.40395833333333,6.54,6.935287258882493
Inazuma Eleven: Reloaded - Soccer no Henkaku,6.98,special,game,5743,3,g,6.83221476510067,7.09946107784431,6.64057692307692,6.54,6.54
Plawres Sanshirou,7.39,tv,manga,3491,20,pg_13,6.74417045660886,6.78360952957146,6.15833333333333,7.07873015873016,7.21736842105263
Bananya: Fushigi na Nakama-tachi,6.64,tv,original,13320,31,g,6.71841532176,6.54,6.673832327297115,6.11498542274053,6.54
Yami to Boushi to Hon no Tabibito,6.54,tv,visual_novel,28028,102,r+,6.750013238120852,6.54,6.99734615384615,6.54,6.54
Heartful Maman The Animation,6.79,ova,visual_novel,9146,41,rx,6.20131095123901,6.54,6.634444444444445,6.54,6.35145299145299
Battle Athletess Daiundoukai (TV),6.91,tv,original,8708,35,pg,6.782891530134654,6.90549795361528,6.4841935483871,7.07873015873016,6.914761913112606
Voy@ger,7.56,ona,game,2956,11,g,6.67102082275267,6.510110211158094,7.03887824897401,6.54,6.8511532042723635
Maken-Ki! Two,6.15,tv,manga,140319,149,r+,6.63054566074761,6.828203083976695,6.89833333333333,6.54,6.54
Fireball Charming,6.78,tv,original,7879,18,g,6.67102082275267,6.54,6.316,6.54,6.55333333333333
Junkers Come Here,7.12,movie,novel,5944,8,g,6.868508927024795,6.54,6.66,6.54,7.07726073547897
Uchuu Densetsu Ulysses 31,7.1,tv,original,5187,25,g,6.74417045660886,6.71029490616622,7.08680751173709,6.54,7.12890625
Shoujo☆Kageki Revue Starlight Specials,6.95,special,original,7062,6,pg_13,6.66621791767554,7.15879310344828,6.79037735849057,6.54,6.93383720930233
Konbini Kareshi,6.28,tv,mixed_media,89480,117,pg_13,6.822395915161035,6.54,6.81260683760684,6.54,6.739436677614592
Shining Tears X Wind,6.49,tv,game,33023,61,pg_13,6.7571336568422264,7.09210526315789,6.99734615384615,6.54,6.22835820895522
Rekka no Honoo: Final Burning,7.04,special,manga,6572,9,pg_13,6.74417045660886,6.8427094759536,6.81260683760684,7.07873015873016,7.18403846153846
Happy☆Lesson The Final,6.8,ova,manga,9047,7,pg_13,6.7701985110765754,6.845090930830629,5.77333333333333,6.54,6.15704545454545
Onmyou Taisenki,7.16,tv,manga,5804,29,g,6.798758677626006,6.54,6.97081683168317,7.07873015873016,6.54
Black Jack: Futari no Kuroi Isha,7.19,movie,manga,4574,4,pg_13,6.96640512820513,7.06535714285714,6.61471698113208,6.54,7.45848148148148
RobiHachi,6.53,tv,original,31150,83,pg_13,6.709393496000343,6.71029490616622,6.99282051282051,6.54,7.044892170999327
Phantasy Star Online 2 The Animation,6.31,tv,game,64985,94,pg_13,6.7207848111268795,6.79871985059405,7.04555555555556,6.54,6.603345771144275
Sayonara Gokko,7.12,music,music,3613,1,pg_13,5.2274358974359,6.1039896373057,6.54,6.54,6.54
Caramel Honey,6.8,ona,manga,13236,30,pg_13,6.600483059557195,6.90549795361528,6.8,6.54,7.37232876712329
Shin Chou Kyou Ryo: Condor Hero II,7.29,tv,novel,3621,1,pg_13,6.877175326751853,6.83417227456258,6.95307692307692,6.54,7.3
Gin no Guardian,6.22,tv,web_manga,102893,115,pg_13,6.750426085512794,6.54,6.84,6.54,6.0575
Koisuru Tenshi Angelique: Kokoro no Mezameru Toki,6.85,tv,game,11003,27,pg_13,6.779779190689423,6.63473684210526,6.95569892473118,6.86086440677966,6.955581818132337
Suna no Wakusei feat. Hatsune Miku,7.2,music,original,2892,12,g,6.54,6.1039896373057,5.8525,6.54,6.54
Osananajimi ga Zettai ni Makenai Love Comedy,6.08,tv,light_novel,224738,1628,pg_13,6.7701985110765754,6.845090930830629,6.87641975308642,6.54,7.226394083645015
Tottemo! Luckyman,7.29,tv,manga,2695,24,g,6.668619370214104,7.050918900126424,6.81260683760684,7.07873015873016,7.116297019995583
Residence,6.8100000000000005,ova,manga,9241,60,rx,6.20131095123901,6.80876126126126,6.83,6.54,6.436
Detective Conan: The Fugitive Kogorou Mouri,6.95,ona,manga,6517,1,pg_13,6.86581427284743,6.54,7.08680751173709,6.54,6.54
Furusato Saisei: Nippon no Mukashibanashi,6.99,tv,other,10360,25,g,6.89542386185243,6.83417227456258,6.425,6.11498542274053,7.02467995689655
Tenchi Muyou!: Galaxy Police Mihoshi Space Adventure,6.78,ova,original,9094,6,pg_13,6.668619370214104,6.715012831969936,6.4841935483871,7.07873015873016,6.79909090909091
Togainu no Chi,6.25,tv,visual_novel,83734,348,r,6.658772607897537,7.205,7.15838095238095,6.54,6.996781720534998
Imouto Paradise!,6.59,ova,visual_novel,19171,94,rx,6.20131095123901,6.54,6.27772727272727,6.54,6.431694444444443
Gate Keepers 21,6.76,ova,game,10033,19,pg_13,6.802658250152963,6.66172110552764,6.75540740740741,7.07873015873016,6.54
Nekogami Yaoyorozu,6.63,tv,manga,19696,22,pg_13,6.777418168457476,7.09836363636364,6.435,6.98755434782609,7.06678564941754
"Uchiage Hanabi, Shita kara Miru ka? Yoko kara Miru ka?",6.08,movie,other,189848,470,pg_13,6.77259996361514,6.54,7.12786259541985,6.54,7.064013588859939
Pokemon Movie 16: Shinsoku no Genosect - Mewtwo Kakusei,6.32,movie,game,42169,10,pg,6.734404722050555,6.54,6.64057692307692,6.11498542274053,6.54
Starmyu 3rd Season,6.97,tv,original,9199,31,pg_13,6.77061272584446,6.704847951370093,7.00866666666667,6.54,6.940375
Future GPX Cyber Formula Zero,7.42,ova,original,2460,11,pg_13,6.8187129754789,6.46822916666667,6.97081683168317,7.07873015873016,6.54
Yinhun x KFC,6.95,ona,other,6094,8,g,6.66621791767554,6.54,7.15023255813954,6.54,6.54
Seisenshi Dunbine,7.07,tv,novel,10932,37,pg_13,6.781765384296896,6.66172110552764,6.97081683168317,6.54,6.954720240781033
Fatal Fury 2: The New Battle,6.71,special,game,8767,24,pg_13,6.84263189175968,6.8125641025641,6.99282051282051,7.07873015873016,7.13818897637795
Teekyuu 8,6.61,tv,manga,13773,12,pg_13,6.66621791767554,6.54,6.35269230769231,7.07873015873016,6.22432809773124
WXIII Kidou Keisatsu Patlabor,6.7,movie,original,10892,17,r,6.67102082275267,6.80552401430228,6.98389728096677,6.54,7.11215420284136
Buzzer Beater 2nd Season,6.8100000000000005,tv,web_manga,8318,4,pg_13,6.7579281291181434,7.09946107784431,7.08680751173709,7.07873015873016,6.54
Photokano,6.2,tv,visual_novel,113646,141,pg_13,6.682360813235871,6.90549795361528,6.98389728096677,6.54,7.028450450450448
Oz.,7.41,music,web_manga,1819,1,pg_13,6.70991042345277,6.1039896373057,6.54,6.54,6.54
Rizelmine,6.52,tv,manga,23721,44,r+,6.6754900917249875,6.90549795361528,6.560448640483385,6.54,5.94461538461538
Pokemon: Pikachu to Eievui Friends,6.79,movie,game,9017,6,pg,6.722356696233709,6.54,6.64057692307692,6.11498542274053,6.54
Nu Wushen de Canzhuo II,7.19,ona,game,5524,24,pg_13,6.7134141360752935,6.54,6.56625,6.54,6.54
Kurokami: Tora to Tsubasa,6.84,special,manga,8764,4,r,6.77054879950109,6.81131523712276,6.97081683168317,6.98755434782609,6.54
Mai-Otome Specials,6.96,special,original,5939,4,pg_13,6.780844489777813,6.54,6.97081683168317,6.54,6.54
Chijoku no Seifuku,6.87,ova,visual_novel,8321,20,rx,6.20131095123901,6.54,6.73836065573771,6.54,6.77597014925373
GA: Geijutsuka Art Design Class: Aozora ga Kakitai,7.08,ova,4_koma_manga,4575,1,pg_13,6.71841532176,7.022282221535264,6.435,6.98755434782609,6.54
Fake,6.51,ova,manga,19714,47,r,6.78513896290283,6.94932692307692,6.85110787172012,6.54,6.54
"Trickster: Edogawa Ranpo ""Shounen Tanteidan"" yori",6.24,tv,original,109558,217,pg_13,6.900945526325707,6.91364985163205,6.96220183279162,6.54,7.072905318354816
Precure All Stars Movie New Stage 2: Kokoro no Tomodachi,7.17,movie,original,4296,2,g,6.77054879950109,7.04710059171598,6.80722772277228,6.487924914760095,6.96882352941176
Teekyuu 6,6.55,tv,manga,16275,11,pg_13,6.66621791767554,6.54,6.35269230769231,7.07873015873016,6.473200646750845
Mazinger Z Movie: Infinity,6.88,movie,manga,7523,21,pg_13,6.7025958466431,6.7358937386045294,6.80722772277228,7.07873015873016,6.2285
Otome wa Boku ni Koishiteru Special,6.64,special,visual_novel,11385,8,pg_13,6.7701985110765754,6.759356119664785,6.71623188405797,6.54,6.54
Harukanaru Toki no Naka de: Maihitoyo,7.18,movie,visual_novel,5610,16,pg_13,6.861479629496985,7.0053928426064935,6.6069696969697,6.86086440677966,6.54
Anata dake Konbanwa,6.88,ova,original,8501,44,rx,6.20131095123901,6.78468390804598,6.60259259259259,6.54,6.3220199819442104
Africa no Salaryman (TV),6.5600000000000005,tv,web_manga,24107,61,pg_13,6.71841532176,6.990989505989511,5.95666666666667,6.54,7.011760529160326
E's Otherwise,6.62,tv,manga,15675,22,pg_13,6.798001895611718,6.89161354581673,6.81260683760684,7.07873015873016,6.95868965517241
HenSemi,6.5,ova,manga,27172,36,r+,6.578380219834835,6.54,6.89833333333333,6.98755434782609,7.00631578947368
Hidan no Aria AA,6.21,tv,manga,94584,77,pg_13,6.731904834533156,6.90549795361528,6.87641975308642,6.54,6.75556818181818
Mobile Suit Gundam NT,6.57,movie,novel,16354,36,pg_13,6.802658250152963,6.754543185836863,6.97081683168317,6.54,7.153228756157635
Oni Chichi 2: Harvest,6.64,ova,visual_novel,14277,20,rx,6.20131095123901,6.54,6.53945454545455,6.54,6.54
"Shounen Maid: Onna wa Dokyou, Otoko wa Aikyou?",7.16,ova,manga,6253,2,pg,6.71841532176,7.56077380952381,7.14875,6.86086440677966,6.97833333333333
Muumin,7.09,tv,book,5845,32,g,6.734420703636397,6.54,6.54111111111111,6.54,6.8428125
Akikan!,6.14,tv,light_novel,118569,130,pg_13,6.685212491900012,6.54,7.02521276595745,6.54,6.94508928571429
Houkago no Yuutousei,6.86,ova,manga,8908,33,rx,6.20131095123901,6.54,6.24578947368421,6.54,6.54
Taiho Shichau zo Special,7.06,tv,manga,6054,4,pg_13,6.718383358588315,7.106318758946713,6.99734615384615,7.07873015873016,6.97833333333333
Kyonyuu Kazoku Saimin,6.76,ova,visual_novel,10463,38,rx,6.20131095123901,6.54,6.73836065573771,6.54,6.68194029850746
Morita-san wa Mukuchi.,6.51,tv,4_koma_manga,23020,15,pg_13,6.71841532176,6.90549795361528,6.35101265822785,6.54,6.677994764397905
Umi Monogatari: Anata ga Ite Kureta Koto,6.61,tv,game,26880,27,pg_13,6.861479629496985,6.54,6.50457142857143,6.54,6.54
Uta∽Kata: Shotou no Futanatsu,6.9,special,original,5683,6,pg_13,6.96640512820513,6.54,7.0959375,6.54,6.99497237569061
Oseam,7.16,movie,novel,6157,17,g,6.878673437888975,6.54,6.54,6.54,6.54
Shocking Pink!,6.8100000000000005,ova,manga,10045,20,rx,6.20131095123901,6.78468390804598,6.60259259259259,6.54,6.62166666666667
True Tears Epilogue,6.63,music,original,12641,4,pg_13,6.92029211634137,6.1039896373057,7.00528301886792,6.54,7.01349743263822
Vatican Kiseki Chousakan,6.4,tv,novel,44625,89,r,6.97574653935896,6.54,6.85110787172012,6.54,7.028637608335921
Marginal#4: Kiss kara Tsukuru Big Bang,6.7,tv,music,15596,89,pg_13,6.66621791767554,6.5535329006773635,6.85110787172012,6.54,7.154453605068557
Rocket Girls,6.95,tv,light_novel,8013,12,pg_13,6.730981285162745,6.71029490616622,6.95,6.54,6.91425531914894
Heart Realize,6.83,music,manga,7653,12,g,6.54,6.54,7.32328671328671,6.54,6.54
Nurarihyon no Mago: Sennen Makyou Recaps,6.69,special,manga,11592,13,pg_13,6.832986330676761,6.80876126126126,6.99734615384615,7.07873015873016,6.54
12-sai.: Chicchana Mune no Tokimeki 2nd Season,6.59,tv,manga,16023,20,pg,6.87417910447761,6.90549795361528,6.64057692307692,6.86086440677966,7.012486599479025
Kyou no 5 no 2 Kagai Jugyou: Mizukake,6.91,special,manga,6281,1,pg_13,6.578380219834835,6.90549795361528,6.08823529411765,6.98755434782609,6.54
ID-0,6.55,tv,original,19825,21,pg_13,6.67102082275267,6.686008005846929,6.92,6.54,6.934466107623457
Huyao Xiao Hongniang: Zhu Ye,7.39,ona,manga,4556,16,pg_13,6.850556503052678,6.83417227456258,6.995,6.54,6.995331389183455
Detective Conan: The Scarlet Alibi,7.32,movie,manga,5451,37,pg_13,6.8671456183502695,6.94932692307692,7.08680751173709,7.07873015873016,6.54
Digimon Adventure:,6.4,tv,other,51461,184,pg,6.734404722050555,6.54,6.80722772277228,6.11498542274053,7.00415977391784
Fumikiri Jikan,6.37,tv,manga,38990,16,pg_13,6.71841532176,6.54,6.1,6.54,6.54
Kime Koi!,6.88,ova,light_novel,8336,21,rx,6.20131095123901,6.54,6.905,6.54,6.62166666666667
Initial D Battle Stage 3,7.28,ova,manga,3881,16,pg_13,6.77054879950109,6.46822916666667,7.01176470588235,6.54,6.54
Boku no Kanojo ga Majimesugiru Sho-bitch na Ken OVA,6.38,ova,web_manga,39481,27,r+,6.676979848049093,6.90549795361528,6.6248000000000005,6.54,6.54
Oide yo! Shiritsu Yarimakuri Gakuen,6.85,ova,light_novel,9324,33,rx,6.20131095123901,6.54,6.53945454545455,6.54,6.54
Kyonyuu Reijou MC Gakuen,6.83,ova,visual_novel,9476,30,rx,6.20131095123901,6.54,6.73836065573771,6.54,6.68194029850746
Bungou to Alchemist: Shinpan no Haguruma,6.47,tv,game,45957,200,pg_13,6.750426085512794,6.54,6.64057692307692,6.54,6.54
Night Head 2041,6.54,tv,other,40372,302,r,6.899565110207387,6.91364985163205,6.70555555555556,6.54,6.858600938864946
Kyoushirou to Towa no Sora,6.42,tv,manga,41065,91,pg_13,6.92029211634137,6.54,6.40395833333333,7.07873015873016,6.915071010576512
Milk Junkie: Shimai-hen,6.76,ova,visual_novel,10972,66,rx,6.20131095123901,6.54,6.73836065573771,6.54,6.17111330624965
Holy Knight Light,7.2,ona,game,2740,17,pg_13,6.74022961147693,6.54,6.905,6.54,6.54
Amnesia,6,tv,visual_novel,278514,974,pg_13,6.8831667186499,6.63473684210526,7.02521276595745,6.54,7.036127154679145
Ran->Sem: Hakudaku Delmo Tsuma no Miira Tori,6.8100000000000005,ova,visual_novel,9719,61,rx,6.20131095123901,6.54,6.41611111111111,6.54,6.54
Comic Party,6.57,tv,visual_novel,18456,33,pg_13,6.816311522940335,7.27213114754098,6.64057692307692,6.54,6.15704545454545
Cardfight!! Vanguard (2018),6.72,tv,original,10844,41,pg_13,6.77054879950109,6.40602739726027,6.64057692307692,7.07873015873016,6.54
Micchiri Neko,6.85,tv,web_manga,8005,30,g,6.66621791767554,6.54,6.85,6.11498542274053,7.14
Shin Atashin'chi,7.26,tv,manga,3264,13,g,6.71841532176,6.54,6.83759615384615,6.54,6.54
Tsuyokiss,6.58,tv,visual_novel,18801,19,pg_13,6.77033658266587,6.90549795361528,6.417791666666664,6.54,6.154166666666665
Love 2 Quad,6.71,ova,visual_novel,12356,32,rx,6.20131095123901,6.54,6.53945454545455,6.54,6.54
12-sai.: Chicchana Mune no Tokimeki,6.41,tv,manga,32113,54,pg,6.87417910447761,6.90549795361528,6.64057692307692,6.86086440677966,6.951293617022883
Baby Princess 3D Paradise 0 [Love],6.42,ova,light_novel,28341,64,r+,6.49054252199413,6.78468390804598,6.99282051282051,6.98755434782609,6.95868965517241
Chicchana Yukitsukai Sugar Specials,7.03,special,original,5214,6,g,6.71841532176,6.54,6.85110787172012,6.86086440677966,6.9015502405002405
Oneshota The Animation,6.82,ova,visual_novel,7072,48,rx,6.20131095123901,6.54,6.58205128205128,6.54,6.35145299145299
Rumiko Takahashi Anthology,7.14,tv,manga,6683,3,pg_13,6.834567747611034,6.54,7.08680751173709,7.07873015873016,6.8428125
Anyamal Tantei Kiruminzoo,7.14,tv,original,7658,51,g,6.66621791767554,6.54,6.95569892473118,6.86086440677966,7.029709345967983
Cosmic Baton Girl Comet-san☆,7.26,tv,manga,3891,34,g,6.77364640405154,6.54,6.95307692307692,6.54,6.858664874551975
Xue Ying Ling Zhu,7.32,ona,novel,3479,26,pg_13,6.786395018751072,6.82336818856334,7.06166666666667,6.54,7.20609756097561
Ryuusei no Rockman Tribe,6.93,tv,game,6151,19,pg,6.79094174757282,6.54,6.89833333333333,6.54,6.94508928571429
Oppai Gakuen Marching Band-bu!,6.89,ova,visual_novel,7606,16,rx,6.20131095123901,6.54,6.73836065573771,6.54,6.68194029850746
Fate/Grand Order: Moonlight/Lostroom,6.3,special,game,51052,33,pg_13,6.791961028268763,6.54,6.79375,6.54,6.54
Joker Game: Kuroneko Yoru no Bouken,6.67,special,novel,14604,8,r,6.96640512820513,6.862892910189656,7.05663157894737,6.54,6.54
Garo: Honoo no Kokuin - Home,6.78,special,original,10575,4,pg_13,6.791961028268763,6.80876126126126,7.13375,6.54,6.54
Koyomi History,6.62,special,light_novel,17276,5,pg_13,6.66621791767554,6.54,7.12786259541985,6.54,6.54
Wan Jie Xian Zong 2nd Season,7.32,ona,web_manga,2467,5,pg_13,6.786395018751072,6.81849921279598,6.54,6.54,7.32
Crayon Shin-chan Movie 23: Ora no Hikkoshi Monogatari - Saboten Daisuugeki,7.03,movie,manga,3867,2,g,6.742569488249816,6.54,6.83759615384615,6.98755434782609,6.955546875
Hoozuki no Reitetsu 2nd Season OVA,7.5,ova,manga,4916,9,pg_13,6.757184067660247,6.80876126126126,6.747,6.98755434782609,6.54
"Dakara Boku wa, H ga Dekinai. Recap",6.47,special,light_novel,25333,18,r+,6.731590851499927,6.54,6.71623188405797,6.54,7.028167078985847
Senyoku no Sigrdrifa,6.44,tv,original,41114,61,r,6.77054879950109,6.89161354581673,7.15838095238095,6.54,7.106266791257317
Shoujo kara Shoujo e...,6.93,ova,manga,7513,24,rx,6.20131095123901,6.54,6.4075,6.54,6.642
Takunomi.,6.42,tv,web_manga,43216,44,pg_13,6.7134141360752935,7.09836363636364,6.734,6.54,7.03772594040143
Cleavage,6.63,ova,visual_novel,13598,70,rx,6.20131095123901,6.54,6.24,6.54,6.24409271284271
Mahoromatic End Year Special,6.92,special,manga,6395,2,r+,6.6754900917249875,6.89161354581673,6.928864631043259,6.54,6.54
Future GPX Cyber Formula Sin,7.46,ova,original,2384,13,pg_13,6.8187129754789,6.46822916666667,6.97081683168317,7.07873015873016,6.54
Ochi Mono RPG Seikishi Luvilias,6.84,ova,game,8046,41,rx,6.45561068734589,6.80876126126126,6.839,6.54,6.54
Street Fighter Zero The Animation,6.52,movie,game,15087,22,pg_13,6.8684769638531105,6.81131523712276,6.0775,7.07873015873016,6.47117647058824
Lupin III: Harimao no Zaihou wo Oe!!,6.92,special,manga,6462,2,pg_13,6.823279773192192,7.39413385826772,6.54,6.98755434782609,7.215714285714284
Kimi ga Suki. The Animation,6.77,ova,manga,8625,34,rx,6.20131095123901,6.54,6.35101265822785,6.54,6.35145299145299
Tenshi Kinryouku,6.28,ova,manga,46656,176,r+,6.876639223509065,7.25481481481482,7.0959375,6.86086440677966,7.06771623714343
Fireball,6.66,tv,original,9701,24,g,6.668619370214104,6.54,6.316,6.54,6.55333333333333
"Donten ni Warau Gaiden: Ouka, Tenbou no Kakehashi",7.23,movie,manga,9421,14,pg_13,6.832986330676761,6.83417227456258,7.38183333333333,6.54,7.390024156066538
Love Live! School Idol Festival All Stars,7.22,ona,other,4507,16,pg_13,6.54,6.1039896373057,6.97081683168317,6.54,6.54
Tsukumogami Kashimasu,6.69,tv,novel,16604,7,pg_13,6.777418168457476,6.82146676791192,7.04555555555556,6.54,6.8507655849204365
Future Card Buddyfight,6.71,tv,card_game,9831,45,pg,6.54,6.40602739726027,6.769455128205125,6.54,6.93383720930233
Amagami SS+ Plus Picture Drama,6.54,special,visual_novel,18464,19,pg_13,6.87417910447761,6.54,6.4841935483871,6.54,6.54
Dream Festival!,6.69,ona,game,13319,63,pg_13,6.54,6.377550374208405,7.15023255813954,6.54,6.81164733726188
Witch Craft Works Specials,6.75,special,manga,14094,8,pg_13,6.66621791767554,6.54,6.85110787172012,6.54,6.99205011389522
Captain Future,7.1,tv,novel,4322,30,pg_13,6.74417045660886,6.54,6.80722772277228,7.07873015873016,6.75375
Healin' Good♡Precure,6.91,tv,original,9367,71,g,6.74022961147693,7.04710059171598,6.80722772277228,6.86086440677966,7.170261291526686
Shinkai,7.36,music,original,1677,7,g,6.54,6.1039896373057,6.54,6.54,6.54
Brothers Conflict: Setsubou,6.49,special,novel,21159,18,pg_13,6.87417910447761,6.63473684210526,7.02521276595745,6.86086440677966,6.54
Baki: Most Evil Death Row Convicts Special Anime,6.6,ova,manga,15825,22,r,6.77054879950109,6.897927164622817,7.04555555555556,7.07873015873016,7.29956043956044
Hacka Doll The Animation,6.37,tv,other,47707,63,pg_13,6.668619370214104,6.54,6.01592592592593,6.54,6.963992611942941
Gasaraki,6.65,tv,original,20224,47,pg_13,6.93091449502878,6.822328167658807,6.97081683168317,6.54,7.05505376344086
Komori-san wa Kotowarenai!,6.25,tv,4_koma_manga,66034,68,pg_13,6.71841532176,6.90549795361528,6.90953488372093,6.54,6.870620032763343
Triage X: Recollection XOXO,6.51,ova,manga,22724,9,r+,6.63054566074761,6.90549795361528,6.89833333333333,7.07873015873016,6.78198952879581
